,id1,Description1,id2,Description2,Type of dependency,label
5110,8134,determine edit,3521,would nice possibly,duplicates,0
5111,24306,packt published new book year,3230,include git repo syncro,independent,1
5112,8095,would good let text formatting,3492,present single option control text f,relates,2
5113,431,given click project top,21445,see redminetextformattingtextile link,independent,1
5114,17599,issue note added even member,11333,hirni need role page dropdownl,independent,1
5115,1144,today able define global time,4015,allow application setting eg theme,relates,2
5116,16412,redmineorg theme pretty oldfashioned,28167,workflow admins specify status change,independent,1
5117,8241,notification function redmine,8409,right bulk update change,relates,2
5118,5991,currently youre able set different def,5816,possible set initial status,relates,2
5119,1846,hieveryonerni like redmine muchrndu,21960,need redmine send email specific,independent,1
5120,10383,possible view entire diff sp,15550,redmine important fe,independent,1
5121,24920,would great could create custom use,20585,redmine currently support finishtostart dep,independent,1
5122,5011,allow admin configure field appe,12005,ability hide fieldrnrnrelated,relates,2
5123,23634,even permission anonymous ro,554,localization tooltips publicjavascripts,independent,1
5124,4768,currently name default assigne,2568,problem user always,relates,2
5125,12085,displaying column usern,10937,please add new user format lastnamernr,relates,2
5126,26017,call got value,25000,rnthe choice key value list excl,relates,2
5127,33325,possible patch add,1996,would nice time tracking rep,relates,2
5128,739,currently order add note comment,391,link using fragment uris note added u,relates,2
5129,3207,module seems way displ,4781,useful redmine could make,independent,1
5130,8323,ive checked feature plugins l,7079,want show national holiday sunday,duplicates,0
5131,732,love redminernrni think want,4117,summaryrni would like see new way c,relates,2
5132,7629,add cause caused relation,7849,different project using redmine,relates,2
5133,3110,need able filter issuestickets,6954,essential work possibility,duplicates,0
5134,14945,receiving outlook mailrnrnif rn,17359,helpful additional filter,independent,1
5135,1040,would helpful global wiki,907,great one global wiki whi,duplicates,0
5136,19299,project quick jump dropdown list sorting,23310,id like replace jump project,relates,2
5137,6595,всем привет ребята посмотрите размер оплаты,6779,doesnt seem possible get project,independent,1
5138,437,would cool support migr,9975,displaying gantt chart default,independent,1
5139,3216,add wiki page issue another wi,3346,may sometimes useful able refer,duplicates,0
5140,3180,weve using redmine month,1067,imho could great differentiate saved,duplicates,0
5141,32641,language account set engli,26279,current implementation encoding,relates,2
5142,516,creating spenttimebased report pro,537,look basecamp todo list,independent,1
5143,6011,hirnrni soorry missen someth,18220,understand plugins recommended,duplicates,0
5144,13787,bonjour à tousrnrnaprès paramétrage jai,8568,situation would,duplicates,0
5145,558,currently default value issue close,5816,possible set initial status,duplicates,0
5146,6679,would greate posibillit,15695,normal work author issue pers,independent,1
5147,14300,hirnrnin account following,2835,user redmine channel request clicka,independent,1
5148,11698,groupsrn referencing keywor,4911,hellornrnit would nice would,relates,2
5149,24286,currently redmine assign user group,12579,dear allrnrnkindly need make,duplicates,0
5150,3030,project others well htt,33210,please create new category named filter w,independent,1
5151,8404,redmine report manager feature tha,2271,usefulness feature arises f,independent,1
5152,14125,would nice able save temporary,23095,dear good afternoon rnrntoday co,independent,1
5153,4170,currently coping whole issue workflow tabl,1727,often duplicate workflow across role,duplicates,0
5154,300,currently possible filter issue,13067,moment possible choose,independent,1
5155,1853,tracker issue status workflow custom fie,552,document category configurable,relates,2
5156,7557,project marked closed think,3521,would nice possibly,duplicates,0
5157,5105,couldnt find setting wou,3464,manager redmine got,independent,1
5158,11643,need add new tracker represent,6560,please block,independent,1
5159,5431,id like see feature track remote issu,1432,relate issue possibility ch,independent,1
5160,12508,possible get diff email,11530,could support hook mailerrnrnview,relates,2
5161,8304,add ability show custom query saved u,1565,nice add page folder save,duplicates,0
5162,7487,author assigned field included,27912,activity time tracking project se,independent,1
5163,13441,descriptionrnwhile creating issue b,6154,please add possibility save issue draft fo,duplicates,0
5164,2920,hirnrnwe use redmine deal multi,1565,nice add page folder save,relates,2
5165,2224,add permission view board,4866,currently would nice able forbi,duplicates,0
5166,9592,hirnrnim aware scenario,6118,doesnt seem option use par,duplicates,0
5167,6449,right wiki page parent chang,3108,regular way create new wiki page,relates,2
5168,26641,report display project informa,29482,attached patch add existing query sys,duplicates,0
5169,25779,dont know delete issue add n,18027,currently issue deleted deleted r,duplicates,0
5170,11636,modify tree structure gantt add,6417,eric would great way,duplicates,0
5171,6168,would nice would possible sub,1077,would really nice could get ic,duplicates,0
5172,1238,would better could add tag,480,would really convenient wiki,duplicates,0
5173,17426,currently redmine preview tracker descri,30998,hellornrnunfortunately im enough ski,independent,1
5174,4298,developing plugins often need persiste,6631,rnit would nice able assign perm,relates,2
5175,21618,hellornin opinion need seperat,6666,currently deleting issue system re,duplicates,0
5176,381,many issue connected single pr,1040,would helpful global wiki,duplicates,0
5177,1352,since plugins vital building grea,16976,dear redmine teamrnrnour project customer,independent,1
5178,26326,ticket mentioned would,28213,described tedious r,relates,2
5179,7339,hirnrna favorite project list would g,3224,project manager going project l,relates,2
5180,15925,context helpdesk pluggin may rec,12043,think nice feature add feature,relates,2
5181,3346,may sometimes useful able refer,4052,feature support crossproject,relates,2
5182,6204,suggest delete bookmark new issue fro,4423,currently use master project many sub,relates,2
5183,3562,im using redmine production environment fo,2677,right issue list clear,duplicates,0
5184,6767,would great view,2854,created basic system enable wiki templa,independent,1
5185,16079,ive read number post people strugg,10670,currently plugin directory allows user,independent,1
5186,6405,add item related issue subta,317,created issue lot newlines sa,independent,1
5187,33869,itnoarnrnfor major project organizati,11084,rail released gemfile,independent,1
5188,4707,following appears usefull,8050,problem bigger workflow som,relates,2
5189,6400,issuernrnactually commiter,2009,currently way add related revisi,duplicates,0
5190,15787,please add field issue category descr,442,hirnrnin project testersr,relates,2
5191,22018,trying style option section,7823,new custom field subproject possibi,independent,1
5192,3267,itd nice choice creatin,19261,hellornrnmigrate mantis migrat,independent,1
5193,29624,example simple machine forum software,9020,get feature much like jenkins already,duplicates,0
5194,3783,today close ref issue via commit,11565,moment change statis issue b,duplicates,0
5195,5011,allow admin configure field appe,5037,would nice define kind view p,relates,2
5196,2175,creating document adding second,2056,observed little thing might,independent,1
5197,3197,really need better way track issue,5537,link within wiki one fundam,independent,1
5198,32976,changing user icon avatar add,5485,recent event time indication relative,independent,1
5199,2202,actually user option acco,476,itd handy able change way,independent,1
5200,3151,would useful able edit descript,8879,would useful possibility,relates,2
5201,5536,one biggest hurdle wiki productivit,15880,currently redmine least three differen,relates,2
