Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
382.0,2032.0,845.0,hirnrnhere idea start p,55689.0,fieldname field added ind,independent,0.0,
1915.0,573.0,90298.0,user information beuser module c,52141.0,rewrite module beuseradminis,relates,1.0,
2633.0,6409.0,446.0,user shall motivated take care bug,24567.0,sys workspace appear allowed exclud,independent,0.0,
258.0,952.0,29547.0,property indentify annotation c,30933.0,define uniqueconstraints model,relates,1.0,
1439.0,3136.0,48547.0,adapt namespacing directory,6210.0,implement tax group able define,independent,0.0,
2169.0,1119.0,23565.0,problemrncurrently need use another,23626.0,problemrncurrently use extdirect de,relates,1.0,
2271.0,1583.0,20196.0,reason function setheaders,14389.0,would nice see web mai,relates,1.0,
67.0,123.0,85054.0,replace various viewhelpers throughout,84983.0,core feature two dedicated editrecordlink,relates,1.0,
343.0,1469.0,16666.0,would great add stdwrapfunctionality,16665.0,would like writernrnalwaysactivepidl,relates,1.0,
1927.0,1307.0,19185.0,current marker templating system collected,19187.0,add view helper marker form,relates,1.0,
1774.0,1810.0,83584.0,hirnrnis possible implement setti,27504.0,hirnrnwhen using allowusergroupselection,independent,0.0,
1876.0,392.0,21921.0,would usefull could log al,34114.0,htmlarea rte set custom attribute external,independent,0.0,
1207.0,1683.0,5341.0,user simple redactor dont know,24247.0,offer possibility open menu link,relates,1.0,
2290.0,1304.0,19185.0,current marker templating system collected,19187.0,add view helper marker form,relates,1.0,
1790.0,3723.0,32891.0,changing user setting backend,23449.0,use multiple language normally,independent,0.0,
1278.0,1184.0,28258.0,curl allowsrncurlopt proxytype teither cur,21775.0,please add following option curl,relates,1.0,
1448.0,1041.0,26986.0,think debug toolbar,30890.0,create toolbar enabled provid,relates,1.0,
2476.0,499.0,57417.0,introduced new responsive image whe,27391.0,would need allow uploading one,relates,1.0,
2229.0,426.0,27458.0,eurnrn umsatzsteueridentifikationsnumm,36612.0,stumbled pluginrnrnredmine,independent,0.0,
748.0,161.0,82356.0,check possible upload multiple fil,80129.0,allow editor set multiple attribu,relates,1.0,
594.0,1586.0,52579.0,hi allrnrnin pagelayoutcontroller,66118.0,identifier caching framework must,independent,0.0,
2314.0,1381.0,17854.0,currently place real image int,20284.0,multimediace bit outdated,relates,1.0,
649.0,1587.0,14344.0,donotcheckreferer disabled form mail,14924.0,sending formmail check,relates,1.0,
2403.0,297.0,71306.0,decided protocol sele,5369.0,general inconsistency issue througho,relates,1.0,
1924.0,1396.0,17763.0,htmlarea rte using handling,17714.0,possible add plugin htmla,relates,1.0,
1594.0,1887.0,32222.0,new download module version pro,49984.0,would nice able structure,independent,0.0,
2567.0,4330.0,20255.0,div helper function,41254.0,fieldnames dot flexform needed ext,independent,0.0,
2604.0,2215.0,88135.0,create hook new extbase version fe,9520.0,code added end fi,independent,0.0,
2231.0,1596.0,13230.0,problemrncurrently standard cs styled,13229.0,problemrncurrently standard cs styled,relates,1.0,
2073.0,1330.0,20709.0,hirnrnplease add serbian flag,18860.0,bug simple feature request wi,relates,1.0,
2350.0,569.0,62101.0,system status update test cli environ,52283.0,please add feature skip test,relates,1.0,
2113.0,591.0,48936.0,intersphinx mapping could easily achieved b,51280.0,browser reference stored documen,relates,1.0,
1142.0,7642.0,9509.0,field table record localized,43104.0,interactive confirmation multiple choic,independent,0.0,
2377.0,1571.0,63011.0,text response,14700.0,added support clear cache subtrees,relates,1.0,
2363.0,76.0,78404.0,acceptance test scheduler taskrn,27015.0,sleep iterate arrayscollections,independent,0.0,
439.0,1612.0,11292.0,problemrnsince php filter v,72869.0,validators touched since age,relates,1.0,
1334.0,1687.0,2817.0,need mechanism prevents user fr,4960.0,scenariornrnthe developer programmed,relates,1.0,
945.0,4407.0,36077.0,ides like phpstorm get confused code comp,8509.0,implement field employee associated c,independent,0.0,
1296.0,824.0,37405.0,updating model property wich used,29972.0,need new entity redirect mvcwebro,relates,1.0,
60.0,1997.0,88609.0,inside debug panel adminpanel page,36496.0,would great improvement extens,independent,0.0,
1383.0,1204.0,14863.0,would nice one could setup via typo,21152.0,problemrnpasswords backend user sto,relates,1.0,
1050.0,78.0,46908.0,hirnrnif delete page remain,9768.0,install oldschool exten,independent,0.0,
534.0,4693.0,78222.0,would also possible deinstall,43082.0,add cli mechanism quickly generate code,independent,0.0,
141.0,464.0,59502.0,hellornrnwe still sitting,29342.0,system thousand page make,relates,1.0,
115.0,23.0,30019.0,would like add multiple crawler configura,18095.0,access control query use time rounded,independent,0.0,
1966.0,1107.0,26170.0,would great dr blob could use extensi,87117.0,problemdescriptionrnrnwould make,independent,0.0,
2039.0,1035.0,90136.0,standalone admin tool currently,58491.0,assume following scenariorn translate,independent,0.0,
1191.0,1077.0,23519.0,title say saynnnnthe,24813.0,selicons missing flag selector box,relates,1.0,
1392.0,375.0,73474.0,extbase signalslot dispatcher al,65774.0,possible remove slot sig,relates,1.0,
789.0,7907.0,80904.0,description flush cache button,61189.0,install tool requires make entry int,independent,0.0,
105.0,174.0,80945.0,speaking url must core feature,79618.0,configuring url pain as,relates,1.0,
2156.0,492.0,90146.0,debugged recent project managed,14832.0,id like ability visitor click,independent,0.0,
915.0,754.0,89389.0,making use function xmlr,40503.0,general problem xhtml suppor,relates,1.0,
280.0,1122.0,23565.0,problemrncurrently need use another,23626.0,problemrncurrently use extdirect de,relates,1.0,
1474.0,5175.0,82625.0,hi allrnrnthe idea load first f,18902.0,useful many people change def,independent,0.0,
2407.0,3933.0,66047.0,cm javascript flashmessage api w,53803.0,varnish crashed add monit task keep,independent,0.0,
327.0,7946.0,71290.0,currently possible add accept,5224.0,would great wiki enabled,independent,0.0,
493.0,1704.0,2565.0,strech recycler view use full width,46430.0,argument parsed,independent,0.0,
2583.0,2439.0,2868.0,possible hide play pause,83551.0,currently lot duplication,independent,0.0,
146.0,1374.0,22627.0,according documentation possible,17886.0,better solution bug,relates,1.0,
2086.0,348.0,63395.0,hallo rni created patch medium con,67455.0,video tag possibility add,relates,1.0,
1122.0,1483.0,16444.0,add two field crdate cruser id th,16445.0,workspaceview default,relates,1.0,
1048.0,5372.0,46328.0,current selector field table sin,34047.0,autoplay mechanism used,independent,0.0,
255.0,34.0,64047.0,current way go implementing mail,90266.0,sends various email would,relates,1.0,
2492.0,3600.0,30509.0,please support pasting content element,84566.0,possibility combine formprot,independent,0.0,
718.0,689.0,45633.0,subject say,51432.0,hellornrni think sor,relates,1.0,
575.0,3057.0,9527.0,hellornrnfirst thanks ver,39108.0,currently possible configure,independent,0.0,
1252.0,750.0,40689.0,listview select see,40690.0,situationrnlistview one specific rec,relates,1.0,
177.0,5262.0,16105.0,hi would nice possible say,20023.0,extension rscliem handle cliba,independent,0.0,
1572.0,5673.0,61178.0,please see attached diff,48089.0,migrate ext taskcenter extbasefluid,independent,0.0,
764.0,429.0,62718.0,result indexed search search show u,82070.0,search result path pagetree,relates,1.0,
473.0,881.0,36689.0,currently field enter domainna,34342.0,quite work add like alternativ,relates,1.0,
1817.0,238.0,77224.0,issue suggested svg file e,77048.0,cm introduces usage svg icon,relates,1.0,
912.0,1013.0,28045.0,would allow using ucfirstucwords similar,28018.0,stdwrap function make fir,relates,1.0,
1025.0,1278.0,27526.0,debugging post request via ajax straigh,7200.0,add constant enabledisable noconflict mode,independent,0.0,
2190.0,2045.0,68886.0,think extension need support alrea,35959.0,extension manager function,independent,0.0,
436.0,8732.0,19835.0,recent frontend editing overhaul versi,9987.0,loginnews array take sysdevipmas,independent,0.0,
1812.0,1720.0,60181.0,would nice way tell fl,3291.0,need concept cacheable viewhelpers,relates,1.0,
2541.0,1282.0,19473.0,functionality needed system,19474.0,workspace selector currently using lo,relates,1.0,
1476.0,7492.0,36509.0,maybe add documentation uri redire,34381.0,feature request possibi,independent,0.0,
1613.0,324.0,80697.0,think usefull feature define def,68895.0,adding optionsdefaultuploadfolder paget,relates,1.0,
102.0,968.0,29565.0,felogin decides display according,38844.0,request codelist felogin,relates,1.0,
2392.0,7141.0,69181.0,hirnrnversion cm,45577.0,use label userfunc display meaningf,independent,0.0,
609.0,8012.0,68511.0,function edit file,5149.0,count result currently something like,independent,0.0,
763.0,256.0,75266.0,possibility least,92903.0,would great able arrange flexfo,relates,1.0,
1605.0,455.0,52640.0,sometimes ifviewhelper syntax quite ver,60430.0,allows simply turn condition oppo,relates,1.0,
2119.0,5186.0,32373.0,additional use case possibl,35133.0,hirnrni wondering could b,independent,0.0,
1860.0,257.0,34288.0,set attribute relnofollow,75165.0,hi allrnrnwhen setting link via rte li,relates,1.0,
1139.0,8227.0,10078.0,english locallangfiles shipped,45604.0,please change svn repo git one,independent,0.0,
970.0,6672.0,8989.0,im currently working project multi,22426.0,bring plugins within de htmlarea namespace,independent,0.0,
143.0,6756.0,49500.0,would nice able set option,12587.0,patch attached,independent,0.0,
1515.0,1733.0,3717.0,formviewhelper need new argument designa,1907.0,supply mechanism viewhelpe,relates,1.0,
2496.0,800.0,38177.0,doctrine offer socalled lifecycle even,47228.0,gedmo doctrine behavioral extension depen,relates,1.0,
1688.0,286.0,71874.0,unfortunately currently chromespecifi,20558.0,many user want upload lot file,relates,1.0,
1858.0,6784.0,25078.0,wouldnt useful make imagecropping wo,51636.0,spam protection hidden field,independent,0.0,
342.0,1311.0,15077.0,would great user tsconfig could overr,45923.0,time time useful extra,independent,0.0,
1932.0,760.0,40365.0,thank much possibility sor,40074.0,sometimes useful sorting c,relates,1.0,
2460.0,1318.0,20709.0,hirnrnplease add serbian flag,19093.0,flag turkey,relates,1.0,
787.0,1376.0,664.0,generator create code c,89640.0,improve ux extension manager,independent,0.0,
628.0,1012.0,28230.0,implementation already pending,28095.0,currently possible get,relates,1.0,
2352.0,523.0,34032.0,hellornrnin extension manager typo,5416.0,handy check backend redire,independent,0.0,
942.0,621.0,50075.0,result workshop implementing reponsiv,49723.0,task could improved w,relates,1.0,
902.0,8216.0,67983.0,running ke search via scheduler task,35800.0,currently lot place div without,independent,0.0,
2390.0,1238.0,52482.0,currently way register mod,88351.0,contextrni toggle visibillity state,independent,0.0,
782.0,1321.0,19032.0,new plugin selecting color,18457.0,fonttag depreciatedrnrncannt rte,relates,1.0,
2283.0,6509.0,8624.0,checkbox reset corner,55950.0,go list module extended clipboa,independent,0.0,
2571.0,2932.0,30912.0,feature request display coun,1172.0,nice feature would teaser vi,independent,0.0,
72.0,8794.0,19869.0,currently button undo redo cannot,28494.0,tca password field befe saltedpas,independent,0.0,
1601.0,613.0,50075.0,result workshop implementing reponsiv,49723.0,task could improved w,relates,1.0,
2079.0,1555.0,65099.0,got problemrnsessionhandling,14986.0,installtool check session sup,relates,1.0,
1162.0,503.0,57065.0,easier usage behaviour norm,66343.0,get feedback hotke,relates,1.0,
2587.0,1290.0,34130.0,possible shorten link,19329.0,forgot password template cha,relates,1.0,
1666.0,894.0,33914.0,currently postprocessor sen,44482.0,currently postprocessor,relates,1.0,
2638.0,241.0,88908.0,rnwhen modify ctype content ele,76925.0,create new tt content entry using,relates,1.0,
1499.0,8263.0,69.0,add validation functionality property,65103.0,integration backend usergroup,independent,0.0,
1548.0,48.0,89574.0,message congrats page look li,89573.0,field type slug used custom record,relates,1.0,
2353.0,1502.0,15801.0,looking way change label,15893.0,release would like propose,relates,1.0,
1822.0,1620.0,37561.0,older implementation fairly limited,10680.0,use case content negotiatio,relates,1.0,
1573.0,611.0,39441.0,opinion introducing,50132.0,extracted issue conte,relates,1.0,
430.0,1389.0,17678.0,move ui element around ui,17795.0,need add workspace selector clea,relates,1.0,
2535.0,1348.0,18454.0,get dropdownbox cssstyles,23948.0,stylesheets parsing code wellstructure,relates,1.0,
1219.0,1040.0,29476.0,would nice could calculate,26986.0,think debug toolbar,relates,1.0,
1986.0,6299.0,3620.0,intercepted request eg securi,6685.0,implemented handy method extba,independent,0.0,
2359.0,612.0,39441.0,opinion introducing,50131.0,extracted issue,relates,1.0,
2419.0,8280.0,51310.0,hirnrnits quite good idea tc,38149.0,using tx,independent,0.0,
1546.0,2281.0,92618.0,creating complete new record curre,16466.0,use language menu withrnrnlibla,independent,0.0,
