Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
10769,463,make something similar to www wrike com,26736,as per current setup guess we cannot measur,independent,0
6331,19850,it would be very handy to have field allowin,8185,刚安装的redmine，但是登录总是提示用户名和密码错误。\r\n用管理员密码登录也不对，不,independent,0
1995,11134,our company uses redmine for project managemen,8007,redmine has \r\n view my account hook for,independent,0
44841,32706,hello \r\n\r\nwhen send email containing,15362,\r\nit would be great to wrap serach panel htm,independent,0
18830,24285,we are planning to use redmine tool and have,5727,subtask and relationship are being handled spe,independent,0
10484,1778,ve added some version into my project and it,5331,you probably know hook script for svn etc t,independent,0
38873,3026,would be nice to have project tree with sy,1751,called it as ezfaq plugin \r\n\r\n== ezfaq,independent,0
32681,865,rather than hardcoded redmine in the trans,3239,it would be nice to have the ability to see al,independent,0
36,33832,currently private badge and open/c,33254,added useful badge that shows the sta,relates,1
24787,33597,it need to block/hide assignee field for,5038,it would be nice if there were some options fo,independent,0
3353,4577,hope to convert the text file attached an is,2209,didn like that images didn just load in,relates,1
17228,11150,think the list is not ordered by project nam,3428,rightnow for creating new issue we have sepa,independent,0
116,31321,from redmine the parent issue can be ab,31322,wish to add the function of reminder which,relates,1
1457,14599,tried on latest version rmagick installed im,12447,the /vendor/plugins/rfpdf/tcpdf rb port of,relates,1
4800,1005,can find any trace of when someone adds,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
7528,7532,hello everyone \r\n\r\nis it possible to confi,8678,oslc,independent,0
2066,8826,hi \r\nsome projects rely on many scm repos,779,it would be nice to have multiple scm per proj,relates,1
879,17660,is there any ways to increase the column size,20481,it would be useful which right and left panel,relates,1
814,18556,currently there is hard limit of only att,18555,was just notified by an employee of mine tha,relates,1
3734,1445,permission edit issue planning can be adde,3521,it would be nice to have possibly in the same,relates,1
2102,8577,private issues are quite useful however one,7414,the change consists in adding private flag,relates,1
2905,5875,with the new subtask feature in redmine,13585,background\r\n\r\nsub task as such is pr,relates,1
49114,5732,cannot change move subtask from one parent,13561,usually when we want to create sub task we ar,independent,0
5107,1233,would like to get preference to set homepa,429,the home and my page pages should be merged in,relates,1
17124,1891,like how you can assign category to an iss,14434,don mean an email gets turned into an is,independent,0
3271,8058,currently it is impossible to use redmine with,4844,m running multi language site accessed mo,relates,1
2466,7364,we reference issue numbers in our src control,3640,the same as archiving project except it isn,relates,1
7400,33056,it would be nice for user to be able to set,10778,hi\r\n\r\ncould you please add svn ignore pr,independent,0
18876,2223,currently it is only possible to include the,6485,when we developing software we need to know so,independent,0
33160,2487,file is plug in for software reliability growt,26575,width wiki update info png,independent,0
34014,1656,last weekend have found this great tool but,4339,create cross projet calendar in order to see,independent,0
32661,15779,hi \r\n\r\nas issues custom field option user,523,you can see list of commited files when look,independent,0
19420,562,we would really like to see that versions are,409,we need two additional options for each custom,independent,0
29492,9618,my application creates many issues in redmine,5621,part of the main rest api issue this,independent,0
42208,10459,sorry have posted this in the forum and real,22958,in other words once the macro call executes,independent,0
1886,9851,d suggest to equalize the way how available,9850,like the subject already implies d suggest,relates,1
38351,13593,have accidentally deleted the user wish to,15695,in normal work there is author of issue pers,independent,0
29112,1645,if developer is working on tasks from /my/page,2374,it will be fantastic to be able to create feat,independent,0
1688,2983,when you re viewing project with only one ty,10941,if you are providing the video install guide,independent,0
45915,10423,for example have custom boolean field an,33718,there are some of plugins which provided very,independent,0
1541,1868,find redmine way of closing as duplicate to,12043,think nice feature are add the feature of,relates,1
19661,3728,hi \r\n\r\ni think it would be nice if an iss,16930,developed plugin for one of our clients in,independent,0
3020,7246,mercurial has concept of branches inside the,5501,really like the merge/branch lines in gitk,relates,1
14102,8678,oslc,24167,after updating to redmine we began to enco,independent,0
4692,1179,it would be very helpful if text and long text,5794,custom fields can also be used to store urls,relates,1
8050,21327,m having difficulties in reading clearly my,24151,we use redmine extensively for it support requ,independent,0
4321,12700,it would be easier to go through the messages,1910,suggest feature under the forums where the,relates,1
3465,7517,there is request \r\n\r\n,4273,this feature request is based on forum topic,relates,1
47008,1736,d like to be able to remove the application,5507,it would be grate if the administrator has the,independent,0
2806,6167,calculation of parent percentage depends on,5490,in the subtasks patch in trunk subtask contr,relates,1
30582,569,thanks for the great piece of work it would,10543,using imap email method for posting comments,independent,0
4977,617,any thought of using wysiwyg editing fckedito,26968,wikimedia has their visualeditor finally stabl,relates,1
4800,9417,now issues have start and due dates projec,3486,the default value of the file is is it po,independent,0
