req1,req2,id1,id2,Label
admins should be able to define password pol,show somehow which user passwords are treatend,80793,51479,1
it is not possible to remove slot from sig,the extbase signal/slot dispatcher should al,,,0
d like to have the possibility to store inli,in addition to bug report it would be,17125,18366,1
variants for the site variant were added in,the base of variant can be different for dif,86400,86303,1
alloweditems can currently only be modified th,apply default ordering based on the order in,34031,34027,1
utility method should be added to dynamicall,intersphinx mapping could easily be achieved,51756,48936,0
add description field for be users like we,with description field it would be possible,67578,59570,1
throughout discussion in core list integrate,this is new extension as rewrite and impro,18039,17825,1
sometimes newly installed extensions break the,adds buttons to uninstall incompatible extensi,49301,50940,0
add view helper so that markers in the form,the current marker templating system collected,,,0
would like to provide different image crop,add hook signal or configuration options th,,,0
hey there \r\n\r\nis there solution for the,some users simple redactors don know what,78488,5341,1
integrate trunk of form project into trunk as,everyday we need to put description between in,,,0
with description field it would be possible,bring central definition and output the descri,59570,67550,0
it would be nice to have additional input fiel,it would be nice to have possibility to set my,37816,10767,0
with the rte htmlarea link popup doing an,the additionalparams behaviour should be als,15736,15269,1
this is backport from flow described an,since the implementation of custom error rende,44218,42135,1
hi \r\n\r\nit would be great to think about us,hey \r\n\r\ni think that support for webp imag,92088,88537,0
an rte for the message in the confirmation fin,finisher „summary“ wich is the same as the,,,0
because there are some plugins enabled to let,because there are some plugins enabled to let,,,0
the extension tx form should allow using the,specifies new attribute called placeh,61308,32594,1
internet explorer will be last supported in,as we hopefully drop support for in,24147,20953,1
idea add new argument to the render viewh,we need concept for cacheable viewhelpers,,,0
suggestion for don know if som,as an editor want to choose the positon firs,67750,75676,1
at first the new workspaces module seems very,it possible to get stuck with auto versionin,15256,16359,1
the no cache parameter can be used to disabli,the page preview works by sending the paramete,17175,17509,1
am looking for way to change the label of,for the release would like to propose,15801,15893,1
hey \r\n\r\ni love to pipe the stdout of my,make use of the symfony/process component to,49362,50658,1
sometimes you wish to give control instruction,the debug function at src,23899,86220,1
allow to click the whole row to de /select t,hey \r\n\r\nif you hover with your mouse over,45156,32752,0
it would be useful to add drag and drop to the,after being able to move and rename files cre,,,0
hello \r\nit not possible to use arrays in,as complicated as it is easy to say hollow ou,,,0
when looking in the em for my installed extens,since core extensions sysexts are stable and,,,0
problem \r\nsince php we have the filter,the validators have not been touched since age,11292,72869,1
with the recent change to not trigger persista,because the flow framework follows rfc stand,51570,47951,1
currently backend can only provide get for,backends would be queried in order for exampl,54651,54652,1
problem \r\npasswords of backend users are sto,it would be nice if one could setup via typos,,,0
this change,backport the change already merged to flow flu,61171,61351,0
the two default templates are very limited,for client project needed some more advanc,19171,19465,0
hi \r\n\r\nit will be great adding condition,hi \r\n\r\nbecause to add javascript file in,,,0
d like to see function under db check or,right now if page is deleted inside your sit,15101,15043,0
the workspace selector is currently using lo,problem \r\nthe current workspace selector is,19474,19628,0
wincache is memory key value cache similar,add wincache as an option for the cache backend,46216,35818,1
it would be great if the html of the function,it would be great to move all html code from,19058,15524,0
if be user opens page with doctype sysfold,when the user select sysfolder in the page,36705,39051,1
currently the resolution of view class and,it would be great if you can configure alterna,,,0
the default behaviour of the inline tca input,the current implementation always adds new irr,85986,24019,1
hi \r\n\r\ni was playing around with the new,the video tag has the possibility to add,,,0
for me the documentation lacks in flow chart,after registrating the user gets an email if,44463,35770,1
with the new changes that prevent unsafe metho,due to limited support in browsers or restrict,47551,47137,1
would like to propose new irre feature whi,would like to propose new irre feature whi,17256,17156,0
in pbsurvey issue new question type,new question type needs to be added called,53837,53835,1
in list or filelist you currently see that,in the filelist when clicking on the ref co,33808,23623,0
